Year,State,GeoFIPS,Avg Rent,Income per capita,Population,Rent as Percent Income,Rent Change YOY,Percent Rent Change YOY,Rent as Percent Income Change YOY
2015,ID,16000,862.4097602585679,41661.596922126526,751103,24.840423525883836,NA,NA,NA
2016,ID,16000,918.4120082732763,42672.72586291782,769801,25.826670024978206,56.00224801470847,6.493693670386786,0.9862464990943707
2017,ID,16000,986.207543673704,44512.1405012032,789979,26.58710722699249,67.79553540042764,7.381821534312394,0.760437202014284
2018,ID,16000,1067.7193640315522,46630.547688016304,810927,27.476907314282684,81.51182035784825,8.265179158355455,0.8898000872901939
2019,ID,16000,1149.4038022326647,49096.52526746087,833206,28.093323410675865,81.68443820111247,7.650365906326169,0.6164160963931806
2020,ID,16000,1228.0032460766781,52971.67819913857,855324,27.818712666648675,78.59944384401342,6.838279435942145,-0.2746107440271892
2021,ID,16000,1515.7302095652974,54535.150559801405,1116646,33.35236508577781,287.7269634886193,23.430472550286176,5.533652419129137
2015,IL,17000,1337.0561806953774,54882.3225081901,7973351,29.234685113681515,NA,NA,NA
2016,IL,17000,1311.5799729041664,56153.19201405481,9247797,28.02861085957612,-25.47620779121098,-1.9053954619888367,-1.2060742541053955
2017,IL,17000,1353.7611336933808,57897.3632789312,9238364,28.05850333124265,42.181160789214346,3.216057096069765,0.02989247166653186
2018,IL,17000,1371.831293414845,61282.19825962372,9218811,26.862573452793793,18.07015972146428,1.334811531497038,-1.1959298784488581
2019,IL,17000,1449.294246694539,63348.66303405441,9196137,27.45366694003516,77.46295327969392,5.646682186908601,0.5910934872413662
2020,IL,17000,1473.3298848914708,66942.66170863707,9157603,26.41060000818065,24.035638196931814,1.658437425785055,-1.0430669318545078
2021,IL,17000,1534.7305750577593,72406.3973959575,9056227,25.435275836167115,61.40069016628854,4.167477412623818,-0.9753241720135364
2015,IN,18000,860.4996434118087,47481.91214901587,2278415,21.747219632888616,NA,NA,NA
